id,name,now_cost,position,team,red_cards,transfers_in_event,assists,saves,transfers_out,bonus,clean_sheets_per_90,cost_change_start,cost_change_event,starts,corners_and_indirect_freekicks_order,direct_freekicks_order,selected_rank_type,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,ict_index_rank_type,selected_rank,form_rank_type,creativity_rank_type,ep_this,cost_change_event_fall,points_per_game_rank,ict_index,threat,ict_index_rank,now_cost_rank_type,expected_assists_per_90,influence_rank_type,expected_goals_conceded,chance_of_playing_this_round,penalties_missed,web_name,selected_by_percent,expected_goals_per_90,chance_of_playing_next_round,saves_per_90,points_per_game_rank_type,clean_sheets,threat_rank_type,own_goals,expected_goals,news,news_added,form_rank,penalties_order,value_form,transfers_in,form,creativity,value_season,bps,goals_conceded,yellow_cards,goals_scored,expected_goal_involvements,influence_rank,creativity_rank,points_per_game,influence,minutes,penalties_saved,status,expected_assists,transfers_out_event,starts_per_90,threat_rank,cost_change_start_fall,dreamteam_count,in_dreamteam,ep_next,event_points,total_points,expected_goals_conceded_per_90
448,Wayne Hennessey,40,GKP,Nott'm Forest,0,133,0,0,12245,0,0.0,0,0,0,,,47,0.0,614,0.0,45,311,43,28,0.0,0,491,0.0,0.0,486,36,0.0,45,0.00,100.0,0,Hennessey,0.2,0.0,100.0,0.0,45,0,21,0,0.00,,2023-08-06T23:30:06.047716Z,411,,0.0,3097,0.0,0.0,0.0,0,0,0,0,0.00,480,463,0.0,0.0,0,0,a,0.00,162,0.0,439,0,0,False,0.0,0,0,0.0
449,Ethan Horvath,43,GKP,Nott'm Forest,0,34,0,0,7172,0,0.0,-2,0,0,,,58,0.0,580,0.0,78,406,77,64,0.0,0,575,0.0,0.0,568,31,0.0,78,0.00,,0,Horvath,0.1,0.0,,0.0,78,0,58,0,0.00,,,507,,0.0,1826,0.0,0.0,0.0,0,0,0,0,0.00,562,550,0.0,0.0,0,0,a,0.00,81,0.0,531,2,0,False,0.0,0,0,0.0
451,Cheikhou Kouyaté,48,MID,Nott'm Forest,0,17,0,0,1856,0,0.0,-2,0,0,,,222,0.13,278,3.8,177,589,170,184,0.2,0,440,4.6,6.0,383,178,0.04,157,3.51,,0,Kouyaté,0.0,0.09,,0.0,217,0,190,0,0.07,,,360,,0.0,640,0.2,12.2,1.2,22,3,1,0,0.10,358,359,0.9,27.8,71,0,a,0.03,35,0.0,374,2,0,False,0.2,0,6,4.45
452,Richie Laryea,45,DEF,Nott'm Forest,0,0,0,0,478,0,0.0,0,0,0,,,237,0.0,387,0.0,236,713,223,236,0.0,0,636,0.0,0.0,630,74,0.0,236,0.00,0.0,0,Laryea,0.0,0.0,0.0,0.0,234,0,235,0,0.00,Loan to the end of the year with a permanent transfer in view,2023-08-04T09:37:12.198683Z,586,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,624,620,0.0,0.0,0,0,u,0.00,2,0.0,609,0,0,False,0.0,0,0,0.0
453,Orel Mangala,50,MID,Nott'm Forest,0,131,0,0,2377,0,0.3,0,0,11,,,208,0.04,189,1.48,115,562,44,109,3.2,0,199,20.8,25.0,238,118,0.01,79,14.00,100.0,0,Mangala,0.0,0.03,100.0,0.0,86,3,141,0,0.31,,2023-10-07T21:00:08.186421Z,84,,0.6,1840,3.2,68.2,5.2,107,15,4,1,0.38,200,180,2.4,116.0,912,0,a,0.07,70,1.09,271,0,0,False,3.2,2,26,1.38
454,Loïc Mbe Soh,40,DEF,Nott'm Forest,0,0,0,0,6967,0,0.0,0,0,0,,,188,0.0,658,0.0,188,492,153,186,0.0,0,526,0.0,0.0,522,188,0.0,188,0.00,0.0,0,Mbe Soh,0.1,0.0,0.0,0.0,184,0,177,0,0.00,Season long to Almere City,2023-08-29T07:47:33.418642Z,451,,0.0,589,0.0,0.0,0.0,0,0,0,0,0.00,515,500,0.0,0.0,0,0,u,0.00,59,0.0,476,0,0,False,0.0,0,0,0.0
455,Scott McKenna,45,DEF,Nott'm Forest,0,51,0,0,8774,1,0.22,0,0,5,,,164,0.09,370,1.3,104,427,220,88,0.0,0,194,13.8,17.0,297,63,0.04,98,5.64,100.0,0,McKenna,0.1,0.05,100.0,0.0,66,1,102,0,0.21,,2023-08-26T21:00:08.377652Z,578,,0.0,5298,0.0,32.4,2.7,64,6,0,0,0.38,242,278,2.4,89.0,416,0,a,0.17,119,1.08,307,0,0,False,0.0,0,12,1.22
456,Alex Mighten,44,MID,Nott'm Forest,0,0,0,0,3109,0,0.0,-1,0,0,,,235,0.0,536,0.0,235,608,205,231,0.0,0,612,0.0,0.0,606,296,0.0,230,0.00,0.0,0,Mighten,0.0,0.0,0.0,0.0,239,0,225,0,0.00,Season-long loan to KV Kortrijk,2023-09-08T08:21:25.234986Z,556,,0.0,874,0.0,0.0,0.0,0,0,0,0,0.00,599,590,0.0,0.0,0,0,u,0.00,31,0.0,576,1,0,False,0.0,0,0,0.0
457,Moussa Niakhaté,45,DEF,Nott'm Forest,1,251,0,0,2832,1,0.2,0,0,5,,,187,0.02,378,2.0,123,489,46,135,2.0,0,327,8.4,0.0,345,68,0.02,104,11.14,100.0,0,Niakhaté,0.1,0.0,100.0,0.0,111,1,234,0,0.00,,2023-10-01T19:30:08.979092Z,150,,0.4,2553,2.0,7.1,2.0,69,10,1,0,0.09,260,373,1.3,77.6,449,0,a,0.09,133,1.0,606,0,0,False,2.0,0,9,2.23
458,Lewis O'Brien,49,MID,Nott'm Forest,0,0,0,0,1161,0,0.0,-1,0,0,,,279,0.0,259,0.0,301,681,286,299,0.0,0,708,0.0,0.0,708,164,0.0,300,0.00,0.0,0,O'Brien,0.0,0.0,0.0,0.0,301,0,297,0,0.00,Season-long loan to Middlesbrough,2023-09-01T07:24:06.652254Z,683,,0.0,68,0.0,0.0,0.0,0,0,0,0,0.00,706,704,0.0,0.0,0,0,u,0.00,7,0.0,700,1,0,False,0.0,0,0,0.0
459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,0,0,0,0,361,0,0.0,0,0,0,,,309,0.0,406,0.0,255,728,227,252,0.0,0,648,0.0,0.0,642,233,0.0,251,0.00,0.0,0,Ojeda,0.0,0.0,0.0,0.0,259,0,247,0,0.00,Permanent transfer to Real Salt Lake,2023-08-04T09:39:04.512634Z,598,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,636,632,0.0,0.0,0,0,u,0.00,2,0.0,622,0,0,False,0.0,0,0,0.0
460,Jonathan Panzo,40,DEF,Nott'm Forest,0,0,0,0,8735,0,0.0,0,0,0,,,176,0.0,646,0.0,182,453,146,180,0.0,0,516,0.0,0.0,512,180,0.0,182,0.00,0.0,0,Panzo,0.1,0.0,0.0,0.0,178,0,171,0,0.00,Season-long loan to Cardiff City,2023-09-01T14:45:03.225842Z,440,,0.0,884,0.0,0.0,0.0,0,0,0,0,0.00,505,490,0.0,0.0,0,0,u,0.00,78,0.0,466,0,0,False,0.0,0,0,0.0
461,Omar Richards,44,DEF,Nott'm Forest,0,0,0,0,3725,0,0.0,-1,0,0,,,211,0.0,511,0.0,228,597,209,228,0.0,0,601,0.0,0.0,595,109,0.0,228,0.00,0.0,0,O.Richards,0.0,0.0,0.0,0.0,226,0,226,0,0.00,Season-long loan to Olympiakos,2023-08-16T16:30:07.161960Z,543,,0.0,88,0.0,0.0,0.0,0,0,0,0,0.00,588,578,0.0,0.0,0,0,u,0.00,13,0.0,564,1,0,False,0.0,0,0,0.0
462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,0,0,0,0,5098,0,0.0,0,0,0,,,238,0.0,376,0.0,249,614,221,246,0.0,0,633,0.0,0.0,627,226,0.0,245,0.00,0.0,0,G.Scarpa,0.0,0.0,0.0,0.0,253,0,241,0,0.00,Season long loan to Olympiacos,2023-08-21T08:31:03.509832Z,582,,0.0,296,0.0,0.0,0.0,0,0,0,0,0.00,621,617,0.0,0.0,0,0,u,0.00,21,0.0,605,0,0,False,0.0,0,0,0.0
463,Jonjo Shelvey,48,MID,Nott'm Forest,0,0,0,0,2707,0,0.0,-2,0,0,,,244,0.0,276,0.0,288,623,269,287,0.0,0,693,0.0,0.0,691,177,0.0,286,0.00,0.0,0,J.Shelvey,0.0,0.0,0.0,0.0,289,0,282,0,0.00,Season long loan to Çaykur Rizespor,2023-09-18T10:37:34.955618Z,662,,0.0,290,0.0,0.0,0.0,0,0,0,0,0.00,688,686,0.0,0.0,0,0,u,0.00,18,0.0,679,2,0,False,0.0,0,0,0.0
464,Sam Surridge,45,FWD,Nott'm Forest,0,0,0,0,25005,0,0.0,0,0,0,,,56,0.0,384,0.0,62,355,60,63,0.0,0,634,0.0,0.0,628,66,0.0,60,0.00,0.0,0,Surridge,0.1,0.0,0.0,0.0,66,0,62,0,0.00,Joined Nashville SC on a permanent transfer,2023-07-26T11:30:33.401435Z,583,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,622,618,0.0,0.0,0,0,u,0.00,156,0.0,607,0,0,False,0.0,0,0,0.0
465,Harry Toffolo,44,DEF,Nott'm Forest,0,1284,3,0,5709,3,0.46,-1,0,4,,,158,0.15,488,1.38,51,404,13,24,3.4,0,31,28.8,44.0,179,97,0.07,59,6.58,75.0,0,Toffolo,0.1,0.08,100.0,0.0,7,2,57,0,0.35,,2023-11-05T22:00:09.521464Z,43,,1.0,8934,4.5,101.5,6.4,113,6,0,0,0.65,156,126,4.7,143.2,391,0,a,0.30,319,0.92,214,1,1,False,4.5,1,28,1.51
466,Hwang Ui-jo,44,FWD,Nott'm Forest,0,0,0,0,115809,0,0.0,-1,0,0,,,42,0.0,509,0.0,57,256,55,58,0.0,0,599,0.0,0.0,593,90,0.0,55,0.00,0.0,0,Ui-jo,0.4,0.0,0.0,0.0,61,0,57,0,0.00,Season-long loan to Norwich City,2023-09-03T20:12:47.865585Z,541,,0.0,22938,0.0,0.0,0.0,0,0,0,0,0.00,586,576,0.0,0.0,0,0,u,0.00,565,0.0,562,1,0,False,0.0,0,0,0.0
467,Neco Williams,43,DEF,Nott'm Forest,0,119,0,0,15978,0,0.0,-2,0,1,2.0,3.0,131,0.09,586,1.49,126,333,90,92,0.8,0,342,8.2,8.0,348,145,0.08,123,1.58,,0,Williams,0.2,0.01,,0.0,114,0,125,0,0.02,,,276,,0.2,5588,0.8,30.2,1.4,18,2,0,0,0.13,320,285,1.2,43.0,121,0,a,0.11,231,0.74,358,2,0,False,0.8,0,6,1.18
468,Chris Wood,49,FWD,Nott'm Forest,0,1049,0,0,91180,5,0.37,-1,0,2,,,34,0.81,220,1.1,25,209,13,24,1.8,0,147,32.8,139.0,148,48,0.04,19,5.34,50.0,0,Wood,0.6,0.77,100.0,0.0,22,1,27,0,2.10,,2023-10-29T22:00:10.906708Z,72,,0.7,87811,3.5,69.0,5.9,100,3,0,3,2.22,187,179,2.9,120.8,246,0,a,0.12,2304,0.73,75,1,1,False,3.5,1,29,1.95
469,Joe Worrall,44,DEF,Nott'm Forest,1,23,0,0,7878,3,0.21,-1,0,5,,,166,0.08,512,1.85,111,430,210,112,0.0,0,236,12.2,18.0,310,110,0.06,101,8.88,100.0,0,Worrall,0.1,0.02,100.0,0.0,77,1,97,0,0.10,,2023-08-26T19:30:07.624115Z,544,,0.0,4994,0.0,22.1,2.7,69,9,0,0,0.41,251,319,2.0,82.0,437,0,a,0.31,101,1.03,299,1,0,False,0.0,0,12,1.83
470,Ryan Yates,49,MID,Nott'm Forest,0,8,0,0,3045,0,0.25,-1,0,3,,,211,0.06,246,2.0,148,566,137,165,0.8,0,351,9.5,11.0,328,158,0.04,115,8.15,100.0,0,Yates,0.0,0.02,100.0,0.0,165,1,175,0,0.07,,2023-10-02T09:30:09.366703Z,287,,0.2,1085,0.8,22.1,2.2,34,8,2,0,0.23,281,320,1.2,63.0,360,0,a,0.16,37,0.75,346,1,0,False,0.8,0,11,2.04
604,Olu Aina,45,DEF,Nott'm Forest,0,5279,1,0,16131,2,0.29,0,0,8,,,113,0.05,368,1.87,78,286,8,76,5.0,0,126,20.0,16.0,245,61,0.03,60,11.60,100.0,0,Aina,0.3,0.02,100.0,0.0,41,2,108,0,0.11,,2023-10-02T09:30:09.688162Z,30,,1.1,27301,5.0,40.9,6.2,131,13,3,1,0.30,157,257,3.1,142.8,627,0,a,0.19,652,1.15,317,0,1,False,5.0,4,28,1.67
636,George Shelvey,40,GKP,Nott'm Forest,0,21,0,0,2239,0,0.0,0,0,0,,,69,0.0,672,0.0,65,516,64,49,0.0,0,537,0.0,0.0,532,57,0.0,65,0.00,,0,G.Shelvey,0.0,0.0,,0.0,65,0,42,0,0.00,,,462,,0.0,1321,0.0,0.0,0.0,0,0,0,0,0.00,525,510,0.0,0.0,0,0,a,0.00,32,0.0,487,0,0,False,0.0,0,0,0.0
637,Josh Powell,40,DEF,Nott'm Forest,0,64,0,0,5710,0,0.0,0,0,0,,,151,0.0,703,0.0,210,395,177,208,0.0,0,563,0.0,0.0,558,219,0.0,211,0.00,,0,Powell,0.1,0.0,,0.0,207,0,201,0,0.00,,,489,,0.0,4420,0.0,0.0,0.0,0,0,0,0,0.00,552,536,0.0,0.0,0,0,a,0.00,125,0.0,514,0,0,False,0.0,0,0,0.0
679,Gonzalo Montiel,44,DEF,Nott'm Forest,0,5,0,0,3755,0,0.0,-1,-1,1,,,202,0.09,517,0.54,132,551,211,100,0.0,1,460,6.2,11.0,367,113,0.04,139,1.83,50.0,0,G.Montiel,0.0,0.05,50.0,0.0,153,0,118,0,0.09,Muscle injury - 50% chance of playing,2023-10-18T22:00:10.626977Z,545,,0.0,4122,0.0,26.8,0.5,13,1,2,0,0.17,367,301,0.5,23.4,166,0,d,0.08,97,0.54,342,1,0,False,0.0,0,2,0.99
696,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,0,197,0,0,3390,1,0.34,0,0,6,,,182,0.13,463,1.37,80,470,47,97,2.0,0,153,20.0,50.0,247,86,0.02,74,9.57,,0,Murillo,0.1,0.11,75.0,0.0,52,2,46,0,0.67,Knock - 75% chance of playing,2023-11-13T01:00:10.467244Z,152,,0.4,7830,2.0,27.7,3.8,116,8,1,0,0.76,182,296,2.8,123.4,525,0,d,0.09,250,1.03,197,0,0,False,1.5,1,17,1.64
710,Odysseas Vlachodimos,45,GKP,Nott'm Forest,0,699,0,6,1970,0,0.5,0,0,2,,,66,0.0,363,1.5,22,488,14,3,2.2,0,41,6.8,0.0,364,18,0.0,22,2.80,,0,Odysseas,0.1,0.0,,3.0,2,1,69,0,0.00,,,127,,0.5,5176,2.2,10.0,2.0,46,3,0,0,0.01,291,366,4.5,57.6,180,0,a,0.01,165,1.0,597,0,0,False,2.2,2,9,1.4
711,Andrew Omobamidele,45,DEF,Nott'm Forest,0,17,0,0,425,0,0.0,0,0,0,,,219,0.0,423,0.0,239,639,226,239,0.0,0,659,0.0,0.0,655,84,0.0,239,0.00,,0,Omobamidele,0.0,0.0,,0.0,237,0,238,0,0.00,,,612,,0.0,444,0.0,0.0,0.0,0,0,0,0,0.00,649,645,0.0,0.0,0,0,a,0.00,26,0.0,635,0,0,False,0.0,0,0,0.0
712,Nicolás Domínguez,50,MID,Nott'm Forest,0,51,0,0,3187,3,0.5,0,0,7,,,201,0.15,201,1.01,105,549,75,168,2.0,0,111,23.6,105.0,213,125,0.05,82,7.76,100.0,0,Dominguez,0.0,0.1,100.0,0.0,48,3,69,0,0.58,,2023-10-01T19:30:09.351809Z,162,,0.4,5759,2.0,20.2,4.6,77,6,1,1,0.88,208,325,3.3,110.2,535,0,a,0.30,183,1.18,111,0,1,False,2.0,1,23,1.31
713,Ibrahim Sangaré,50,MID,Nott'm Forest,0,57,0,0,999,0,0.42,0,0,8,,,263,0.13,192,1.4,116,654,73,110,2.0,0,274,20.5,36.0,239,120,0.04,87,9.26,,0,Sangaré,0.0,0.09,,0.0,121,3,127,0,0.61,,,159,,0.4,1592,2.0,66.5,2.8,46,10,4,0,0.90,222,185,1.8,102.4,642,0,a,0.29,43,1.12,240,0,0,False,2.0,2,14,1.3
714,Divock Origi,50,FWD,Nott'm Forest,0,498,0,0,18859,0,0.0,0,0,0,,,61,0.45,179,0.0,48,416,49,45,0.1,0,450,3.7,17.0,392,43,0.24,48,1.87,50.0,0,Origi,0.1,0.21,100.0,0.0,58,0,50,0,0.14,,2023-10-21T19:00:08.613189Z,369,,0.0,23372,0.2,14.9,0.8,12,0,1,0,0.30,418,343,0.8,7.2,59,0,a,0.16,321,0.0,311,0,0,False,0.2,1,4,2.85
27,Auston Trusty,39,DEF,Sheffield Utd,0,5886,0,0,74857,0,0.0,-1,0,5,,,57,0.01,727,2.71,108,136,78,119,0.5,0,436,12.9,8.0,304,231,0.01,90,9.86,,0,Trusty,1.7,0.0,,0.0,138,0,124,0,0.00,,,242,,0.3,133486,1.0,15.8,1.5,64,14,1,0,0.03,216,339,0.9,105.2,465,0,a,0.03,2532,0.97,357,1,0,False,0.5,2,6,1.91
33,Cameron Archer,46,FWD,Sheffield Utd,0,29155,1,0,647722,6,0.0,1,0,8,,,7,0.11,346,2.77,24,39,12,11,3.0,0,109,33.7,119.0,139,64,0.04,22,17.07,,0,Archer,9.9,0.07,,0.0,16,0,31,0,0.59,,,70,,0.8,1067729,3.5,114.8,7.2,93,22,2,2,0.92,218,111,3.3,103.8,716,0,a,0.33,10224,1.01,102,-1,0,False,3.0,2,33,2.15
360,James McAtee,44,MID,Sheffield Utd,0,9323,2,0,24790,0,0.18,-1,0,6,,2.0,67,0.19,539,3.16,94,199,43,80,2.7,0,203,27.2,87.0,191,299,0.06,111,10.74,,0,McAtee,0.7,0.13,,0.0,88,1,80,0,0.74,,,80,,0.7,90577,3.2,115.5,4.8,67,18,1,0,1.07,274,109,2.3,68.0,513,0,a,0.33,2303,1.05,131,1,0,False,2.7,2,21,1.88
471,Anel Ahmedhodžić,43,DEF,Sheffield Utd,0,5,0,0,34156,0,0.0,-2,0,8,,,132,0.12,594,2.75,70,336,199,133,-0.2,0,462,21.4,68.0,230,151,0.01,66,19.57,50.0,0,Ahmedhodžić,0.2,0.11,50.0,0.0,154,0,31,0,0.85,Hamstring injury - 50% chance of playing,2023-10-22T23:30:08.264278Z,515,,0.0,8213,0.0,8.6,0.7,77,22,3,0,0.93,165,370,0.4,135.8,720,0,d,0.08,315,1.0,162,2,0,False,-0.2,0,3,2.45
472,Jordan Amissah,39,GKP,Sheffield Utd,0,440,0,0,17470,0,0.0,-1,0,0,,,32,0.0,741,0.0,43,259,41,26,-0.5,0,488,0.0,0.0,483,85,0.0,43,0.00,,0,Amissah,0.4,0.0,,0.0,43,0,19,0,0.00,,,408,,0.0,21953,0.0,0.0,0.0,0,0,0,0,0.00,477,460,0.0,0.0,0,0,a,0.00,361,0.0,436,1,0,False,-0.5,0,0,0.0
473,George Baldock,38,DEF,Sheffield Utd,0,45736,1,0,1065192,0,0.0,-2,0,5,,,18,0.04,743,1.6,118,59,60,89,1.0,0,278,9.3,13.0,331,241,0.03,116,11.59,100.0,0,Baldock,6.9,0.01,100.0,0.0,91,0,113,0,0.03,,2023-09-13T01:00:07.638722Z,202,,0.4,406759,1.5,32.1,2.6,41,8,2,0,0.17,302,280,1.7,49.8,449,0,a,0.14,5722,1.0,329,2,0,False,1.0,2,10,2.32
474,Chris Basham,40,DEF,Sheffield Utd,0,10,0,0,91772,0,0.0,0,0,3,,,82,0.05,618,1.71,115,218,131,98,0.0,0,363,11.1,14.0,317,163,0.02,108,7.12,0.0,0,Basham,0.6,0.03,0.0,0.0,122,0,110,0,0.12,Leg injury - Unknown return date,2023-10-07T21:00:08.209470Z,414,,0.0,95986,0.0,27.4,2.0,35,6,1,0,0.19,270,299,1.0,69.2,316,0,i,0.07,1431,0.85,324,0,0,False,0.0,0,8,2.03
476,Jayden Bogle,45,DEF,Sheffield Utd,0,441,2,0,9758,0,0.14,0,0,8,,,170,0.16,390,2.19,79,437,54,74,1.3,0,152,20.0,76.0,246,77,0.03,102,12.57,100.0,0,Bogle,0.1,0.13,100.0,0.0,51,1,23,0,0.96,,2023-08-04T11:00:04.348112Z,178,,0.4,11721,1.8,42.6,5.6,84,16,2,1,1.16,253,248,2.8,81.2,657,0,a,0.20,123,1.1,152,0,0,False,1.3,4,25,1.72
477,Rhian Brewster,49,FWD,Sheffield Utd,0,36,0,0,6832,0,0.0,-1,0,2,,,76,0.05,241,2.76,47,539,35,46,0.0,0,418,5.4,27.0,372,50,0.03,45,3.67,0.0,0,Brewster,0.0,0.02,0.0,0.0,52,0,47,0,0.03,Knee injury - Unknown return date,2023-11-04T19:30:09.068235Z,286,3.0,0.2,2434,0.8,14.5,1.0,10,5,0,0,0.08,396,347,1.0,11.8,163,0,i,0.05,167,1.1,267,1,0,False,0.0,0,5,2.03
478,Ismaila Coulibaly,44,MID,Sheffield Utd,0,87,0,0,4520,0,0.0,-1,0,0,,,183,0.0,547,0.0,240,520,211,236,-0.5,0,619,0.0,0.0,613,304,0.0,235,0.00,100.0,0,Coulibaly,0.0,0.0,100.0,0.0,244,0,230,0,0.00,,2023-08-04T11:00:04.362630Z,564,,0.0,3727,0.0,0.0,0.0,0,0,0,0,0.00,606,597,0.0,0.0,0,0,a,0.00,107,0.0,583,1,0,False,-0.5,0,0,0.0
479,Adam Davies,40,GKP,Sheffield Utd,0,146,0,0,10320,0,0.0,0,0,0,,,52,0.0,622,0.0,50,338,48,33,-0.5,0,496,0.0,0.0,492,41,0.0,50,0.00,100.0,0,A.Davies,0.2,0.0,100.0,0.0,50,0,26,0,0.00,,2023-10-12T09:30:10.081141Z,418,,0.0,6307,0.0,0.0,0.0,0,0,0,0,0.00,485,469,0.0,0.0,0,0,a,0.00,151,0.0,445,0,0,False,-0.5,0,0,0.0
480,John Egan,43,DEF,Sheffield Utd,0,3,0,0,13611,0,0.0,-2,0,6,,,177,0.03,572,3.17,107,454,188,149,0.0,0,463,13.1,38.0,302,132,0.0,97,14.85,0.0,0,Egan,0.1,0.03,0.0,0.0,155,0,67,0,0.17,Leg injury - Unknown return date,2023-09-30T23:00:09.253470Z,502,,0.0,4127,0.0,1.4,0.2,54,17,2,0,0.17,240,404,0.2,91.2,482,0,i,0.00,133,1.12,232,2,0,False,0.0,0,1,2.77
481,John Fleck,49,MID,Sheffield Utd,0,12,0,0,1050,0,0.0,-1,0,0,,,287,0.05,218,9.47,291,697,173,213,-0.3,0,414,0.0,0.0,696,138,0.05,290,1.32,100.0,0,Fleck,0.0,0.0,100.0,0.0,200,0,286,0,0.00,,2023-08-04T11:00:04.379703Z,363,,0.0,438,0.2,0.3,0.2,4,2,0,0,0.01,694,425,1.0,0.0,19,0,a,0.01,6,0.0,686,1,0,False,-0.3,0,1,6.25
482,Wes Foderingham,45,GKP,Sheffield Utd,0,351,0,57,27931,4,0.0,0,0,12,,,38,0.0,358,2.58,1,281,13,73,1.7,0,215,40.2,0.0,101,17,0.0,1,26.27,,0,Foderingham,0.3,0.0,,4.75,21,0,68,1,0.00,,,126,,0.5,22446,2.2,0.0,5.8,219,31,1,0,0.00,3,609,2.2,400.8,1080,0,a,0.00,302,1.0,596,0,0,False,1.7,5,26,2.19
483,Daniel Jebbison,48,FWD,Sheffield Utd,0,30,0,0,1923,0,0.0,-2,0,0,,,89,0.0,310,0.0,82,656,81,83,0.0,0,697,0.0,0.0,695,61,0.0,81,0.00,0.0,0,Jebbison,0.0,0.0,0.0,0.0,84,0,83,0,0.00,Illness - Unknown return date,2023-08-06T23:30:06.119901Z,670,,0.0,879,0.0,0.0,0.0,0,0,0,0,0.00,693,690,0.0,0.0,0,0,i,0.00,34,0.0,685,2,0,False,0.0,0,0,0.0
484,Max Lowe,43,DEF,Sheffield Utd,0,4,0,0,6646,0,0.0,-2,0,2,,,201,0.01,578,1.45,137,550,191,129,-0.2,0,301,4.2,2.0,387,138,0.01,135,2.62,50.0,0,Lowe,0.0,0.0,100.0,0.0,100,0,142,0,0.00,,2023-08-25T14:00:09.439172Z,505,,0.0,1143,0.0,11.0,0.7,11,2,0,0,0.01,352,361,1.5,29.4,124,0,a,0.01,20,1.45,392,2,0,False,-0.5,0,3,1.9
485,Oliver McBurnie,54,FWD,Sheffield Utd,1,22,1,0,6492,1,0.0,-1,0,5,,,78,0.55,117,2.3,23,559,27,26,0.5,0,208,34.1,172.0,134,34,0.17,24,10.02,50.0,0,McBurnie,0.0,0.38,50.0,0.0,30,0,20,0,1.82,Groin Injury - 50% chance of playing,2023-10-22T23:30:08.385626Z,222,1.0,0.3,3474,1.5,67.8,2.6,38,11,1,1,2.62,226,183,2.3,101.2,430,0,d,0.81,74,1.05,55,1,0,False,0.5,0,14,2.1
486,Iliman Ndiaye,55,FWD,Sheffield Utd,0,0,0,0,2113,0,0.0,0,0,0,,,91,0.0,109,0.0,89,669,88,89,0.0,0,730,0.0,0.0,731,32,0.0,89,0.00,0.0,0,Ndiaye,0.0,0.0,0.0,0.0,89,0,89,0,0.00,Permanent transfer to Marseille,2023-08-02T07:28:59.550053Z,720,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,731,731,0.0,0.0,0,0,u,0.00,1,0.0,730,0,0,False,0.0,0,0,0.0
487,Rhys Norrington-Davies,39,DEF,Sheffield Utd,0,424,0,0,8583,0,0.0,-1,0,0,,,143,0.0,738,0.0,166,381,128,164,0.0,0,485,0.0,0.0,480,238,0.0,167,0.00,0.0,0,Norrington-Davies,0.1,0.0,0.0,0.0,163,0,155,0,0.00,Lack of match fitness - Unknown return date,2023-08-06T23:30:06.150503Z,405,,0.0,12732,0.0,0.0,0.0,0,0,0,0,0.00,474,457,0.0,0.0,0,0,i,0.00,336,0.0,433,1,0,False,0.0,0,0,0.0
488,Oliver Norwood,48,MID,Sheffield Utd,0,304,0,0,4427,3,0.0,-2,0,10,1.0,1.0,181,0.18,281,2.56,55,518,29,43,3.3,0,196,44.1,61.0,89,181,0.08,35,20.78,100.0,0,Norwood,0.0,0.1,100.0,0.0,85,0,101,0,1.00,,2023-08-06T23:30:06.165508Z,60,2.0,0.8,5042,3.8,173.7,5.4,149,25,3,1,1.78,94,57,2.4,205.8,880,0,a,0.78,146,1.02,176,2,0,False,3.3,2,26,2.13
489,Ben Osborn,48,MID,Sheffield Utd,0,4,0,0,2604,0,0.0,-2,0,3,,,259,0.1,291,1.64,163,647,135,145,0.3,0,410,7.2,7.0,358,191,0.06,153,5.31,100.0,0,Osborn,0.0,0.04,100.0,0.0,196,0,187,0,0.12,,2023-08-27T23:00:07.645002Z,284,,0.2,689,0.8,37.0,1.5,28,5,2,0,0.30,350,269,1.0,29.8,274,0,a,0.18,9,0.99,367,2,0,False,0.3,1,7,1.74
490,William Osula,43,FWD,Sheffield Utd,0,16158,0,0,155514,0,0.0,-2,0,3,,,28,0.13,604,1.15,51,177,44,49,-0.3,0,343,2.5,21.0,414,96,0.02,52,6.06,100.0,0,Osula,1.0,0.11,100.0,0.0,42,0,49,0,0.29,,2023-09-13T01:00:07.758026Z,349,,0.0,103271,0.2,6.0,1.2,-3,3,2,0,0.35,444,378,1.2,1.0,234,0,a,0.06,2783,1.15,285,2,0,False,-0.3,1,5,2.33
576,Jack Robinson,44,DEF,Sheffield Utd,0,94,1,0,8337,0,0.0,-1,0,11,,,165,0.07,482,2.7,46,428,80,64,0.5,0,448,30.6,46.0,166,94,0.03,30,25.34,,0,Robinson,0.1,0.04,,0.0,147,0,50,0,0.51,,,244,,0.2,5779,1.0,50.4,2.3,153,31,3,0,0.84,88,226,0.8,209.0,1034,0,a,0.33,78,0.96,206,1,0,False,0.5,1,10,2.21
