id,name,now_cost,position,team,influence_rank_type,now_cost_rank,threat_rank_type,bps,points_per_game_rank,expected_assists_per_90,points_per_game_rank_type,total_points,transfers_in_event,transfers_out_event,form_rank,in_dreamteam,news,goals_conceded_per_90,expected_assists,corners_and_indirect_freekicks_order,expected_goals_conceded,cost_change_event_fall,form,minutes,chance_of_playing_next_round,expected_goals_conceded_per_90,starts,ep_next,web_name,selected_rank,points_per_game,assists,expected_goals_per_90,ict_index_rank,creativity_rank,chance_of_playing_this_round,status,penalties_saved,selected_by_percent,saves_per_90,saves,threat_rank,news_added,dreamteam_count,cost_change_event,transfers_in,ict_index_rank_type,influence_rank,direct_freekicks_order,event_points,goals_conceded,value_form,starts_per_90,expected_goal_involvements_per_90,selected_rank_type,cost_change_start,ep_this,penalties_missed,threat,red_cards,own_goals,clean_sheets_per_90,expected_goals,yellow_cards,creativity,ict_index,influence,expected_goal_involvements,penalties_order,clean_sheets,bonus,now_cost_rank_type,goals_scored,transfers_out,value_season,creativity_rank_type,cost_change_start_fall,form_rank_type
164,Dara Costelloe,45,MID,Burnley,274,448,270,0,678,0.0,280,0,0,12,635,False,Season long loan to St Johnstone,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Costelloe,667,0.0,0,0.0,676,665,0.0,u,0,0.0,0.0,0,656,2023-08-17T06:12:47.501520Z,0,0,101,278,670,,0,0,0.0,0.0,0.0,271,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,261,0,2753,0.0,275,0,253
165,Josh Cullen,50,MID,Burnley,70,185,155,115,285,0.09,130,17,37,106,370,False,,2.36,0.87,,18.49,0,0.2,839,100.0,1.98,10,-0.3,Cullen,469,1.7,1,0.01,206,118,100.0,a,0,0.1,0.0,0,302,2023-10-28T19:30:08.472702Z,0,0,6885,101,177,,0,22,0.0,1.07,0.1,155,0,-0.8,0,18.0,0,0,0.0,0.08,5,109.9,25.4,126.6,0.95,,0,0,114,0,8784,3.4,84,0,178
166,CJ Egan-Riley,39,DEF,Burnley,165,735,153,0,483,0.0,161,0,372,291,402,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Egan-Riley,304,0.0,0,0.0,478,455,,a,0,0.2,0.0,0,431,,0,0,18138,164,472,,0,0,0.0,0.0,0.0,119,-1,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,235,0,14760,0.0,162,1,125
167,Hjalmar Ekdal,39,DEF,Burnley,168,739,156,0,486,0.0,164,0,78,120,406,False,Lack of match fitness - 50% chance of playing,0.0,0.00,,0.00,0,0.0,0,50.0,0.0,0,-0.2,Ekdal,396,0.0,0,0.0,481,458,50.0,d,0,0.1,0.0,0,434,2023-08-31T02:00:07.493185Z,0,0,2888,167,475,,0,0,0.0,0.0,0.0,152,-1,-0.5,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,239,0,15761,0.0,165,1,129
168,Lyle Foster,50,FWD,Burnley,15,203,30,105,32,0.07,6,33,498,6841,333,False,Illness - 25% chance of playing,2.81,0.48,,13.54,0,0.5,609,25.0,2.0,7,0.0,Foster,170,4.7,2,0.23,110,162,25.0,d,0,1.1,0.0,0,89,2023-10-28T20:00:07.456915Z,0,0,255224,19,127,,0,19,0.1,1.03,0.3,26,0,-0.1,0,130.0,1,0,0.15,1.56,0,79.5,37.7,168.2,2.04,,1,4,45,3,192258,6.6,19,0,41
169,Denis Franchi,39,GKP,Burnley,42,740,18,0,487,0.0,42,0,251,91,407,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Franchi,344,0.0,0,0.0,482,459,,a,0,0.2,0.0,0,435,,0,0,8172,42,476,,0,0,0.0,0.0,0.0,53,-1,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,84,0,8736,0.0,25,1,40
170,Jóhann Berg Gudmundsson,48,MID,Burnley,109,279,115,65,282,0.25,127,12,53,27,234,False,,2.09,1.21,2.0,6.59,0,1.2,431,100.0,1.38,6,0.7,Gudmundsson,584,1.7,1,0.06,169,52,100.0,a,0,0.0,0.0,0,221,2023-09-25T13:00:08.033849Z,0,0,1560,84,269,2.0,1,10,0.3,1.25,0.31,220,-2,0.2,0,42.0,0,0,0.0,0.28,2,189.1,30.1,69.6,1.49,,0,0,179,0,4254,2.5,41,2,110
171,Luke McNally,40,DEF,Burnley,202,690,192,0,551,0.0,198,0,0,9,477,False,Season long loan to Stoke City,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,McNally,657,0.0,0,0.0,546,524,0.0,u,0,0.0,0.0,0,502,2023-08-04T09:35:51.951556Z,0,0,0,201,540,,0,0,0.0,0.0,0.0,226,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,209,0,1605,0.0,199,0,168
172,Arijanet Muric,43,GKP,Burnley,79,593,59,0,579,0.0,79,0,37,115,514,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Muric,352,0.0,0,0.0,573,555,,a,0,0.2,0.0,0,538,,0,0,1388,79,567,,0,0,0.0,0.0,0.0,54,-2,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,32,0,14728,0.0,65,2,78
173,Dara O'Shea,44,DEF,Burnley,37,516,55,118,344,0.01,115,10,301,208,147,False,,3.2,0.11,,15.92,0,2.0,675,,2.12,7,1.5,O'Shea,337,1.2,1,0.02,178,241,,a,0,0.2,0.0,0,211,,0,0,6648,50,103,,1,24,0.5,0.93,0.03,133,-1,1.0,0,45.0,0,0,0.0,0.15,0,45.7,28.9,196.6,0.26,,0,1,112,0,13109,2.3,71,1,43
174,Michael Obafemi,49,FWD,Burnley,82,251,55,1,421,0.0,53,1,185,53,366,False,,0.0,0.00,,0.00,0,0.2,5,100.0,0.0,0,-0.3,Obafemi,569,1.0,0,0.9,705,701,50.0,a,0,0.0,0.0,0,407,2023-08-06T23:30:05.563053Z,0,0,1685,83,703,,1,0,0.0,0.0,0.9,79,-1,-0.4,0,1.0,0,0,0.0,0.05,0,0.0,0.0,0.0,0.05,,0,0,51,0,4546,0.2,84,1,48
175,Bailey Peacock-Farrell,40,GKP,Burnley,59,649,36,0,519,0.0,59,0,0,11,443,False,Joined Aarhus on loan,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Peacock-Farrell,668,0.0,0,0.0,515,493,0.0,u,0,0.0,0.0,0,469,2023-07-26T11:25:50.410533Z,0,0,0,59,508,,0,0,0.0,0.0,0.0,80,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,51,0,900,0.0,43,0,58
176,Connor Roberts,44,DEF,Burnley,72,504,126,102,438,0.04,140,8,71,255,741,False,,2.58,0.34,,16.94,0,-0.5,733,100.0,2.08,8,-1.0,Roberts,320,0.9,1,0.0,222,142,100.0,a,0,0.2,0.0,0,359,2023-10-21T17:30:07.665681Z,0,0,13591,66,179,,0,21,-0.1,0.98,0.04,124,-1,-1.5,0,8.0,1,0,0.0,0.00,2,92.7,22.5,125.0,0.34,,0,0,104,0,26055,1.8,31,1,239
177,Jay Rodriguez,53,FWD,Burnley,42,129,33,10,336,0.01,41,9,411,316,238,False,,2.46,0.03,,5.43,0,1.2,293,,1.67,2,0.7,Rodriguez,346,1.3,0,0.31,306,330,,a,0,0.2,0.0,0,122,,0,0,9276,41,370,,2,8,0.2,0.61,0.32,54,-2,0.2,0,94.0,0,0,0.0,1.02,0,17.8,12.9,23.2,1.05,1.0,0,0,36,0,23466,1.7,43,2,28
178,Charlie Taylor,40,DEF,Burnley,51,623,85,110,289,0.02,93,14,5529,4663,123,False,,2.11,0.18,,15.38,0,2.2,810,,1.71,9,1.7,Taylor,74,1.6,0,0.01,210,207,,a,0,5.4,0.0,0,274,,0,0,610287,62,139,,1,19,0.6,1.0,0.03,28,0,1.2,0,23.0,0,0,0.0,0.12,3,59.1,23.9,156.4,0.30,,0,0,165,1,157394,3.5,56,0,31
179,Bobby Thomas,40,DEF,Burnley,195,674,185,0,539,0.0,192,0,0,15,464,False,Permanent transfer to Coventry,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Thomas,655,0.0,0,0.0,534,512,0.0,u,0,0.0,0.0,0,489,2023-07-24T09:55:44.165399Z,0,0,0,195,527,,0,0,0.0,0.0,0.0,225,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,199,0,1202,0.0,193,0,161
180,Scott Twine,49,MID,Burnley,299,253,296,0,707,0.0,300,0,0,8,682,False,Season long loan to Hull,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Twine,676,0.0,0,0.0,707,703,0.0,u,0,0.0,0.0,0,699,2023-08-21T08:28:24.720790Z,0,0,119,300,705,,0,0,0.0,0.0,0.0,275,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,161,0,2629,0.0,298,1,285
181,Lawrence Vigouroux,40,GKP,Burnley,54,633,31,0,505,0.0,54,0,71,146,428,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Vigouroux,330,0.0,0,0.0,501,479,,a,0,0.2,0.0,0,455,,0,0,3218,54,494,,0,0,0.0,0.0,0.0,51,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,46,0,8733,0.0,38,0,53
182,Victor da Silva,44,DEF,Burnley,132,541,120,41,381,0.03,134,6,66,93,278,False,,2.58,0.12,,7.88,0,0.8,419,100.0,1.69,5,0.3,Vitinho,383,1.0,0,0.0,343,260,100.0,a,0,0.1,0.0,0,344,2023-08-31T02:00:07.534376Z,0,0,2910,121,342,,1,12,0.2,1.07,0.03,145,-1,-0.2,0,11.0,0,0,0.0,0.01,0,40.0,8.4,33.4,0.13,,0,0,122,0,10431,1.4,78,1,91
183,Wout Weghorst,55,FWD,Burnley,88,94,88,0,728,0.0,88,0,0,30,718,False,On loan to Hoffenheim,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Weghorst,521,0.0,0,0.0,729,729,0.0,u,0,0.0,0.0,0,727,2023-08-10T13:52:51.426276Z,0,0,0,88,729,,0,0,0.0,0.0,0.0,73,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,29,0,14670,0.0,88,0,87
184,Anass Zaroury,48,MID,Burnley,208,309,151,3,461,0.06,222,2,8,62,326,False,,1.43,0.09,3.0,2.67,0,0.5,126,100.0,1.91,1,0.0,Zaroury,548,0.5,0,0.11,384,282,100.0,a,0,0.0,0.0,0,295,2023-08-12T08:00:06.224285Z,0,0,1551,178,443,,0,2,0.1,0.71,0.17,200,-2,-0.5,0,19.0,1,0,0.0,0.16,0,31.4,4.6,1.8,0.25,,0,0,203,0,11521,0.4,150,2,155
475,Sander Berge,48,MID,Burnley,69,299,97,100,259,0.02,114,23,128,201,214,False,,2.63,0.21,,18.28,0,1.5,787,,2.09,9,1.0,Berge,391,1.9,1,0.11,177,134,,a,0,0.1,0.0,0,166,,0,0,8133,88,176,,2,23,0.3,1.03,0.13,128,-2,0.5,0,66.0,0,0,0.0,0.92,2,95.5,29.1,127.8,1.13,,0,2,196,0,15020,4.8,94,2,98
594,Zeki Amdouni,53,FWD,Burnley,23,147,18,63,222,0.05,33,24,570,647,194,False,,2.19,0.43,,15.61,1,1.8,740,,1.9,11,1.3,Amdouni,324,2.2,0,0.23,124,189,,a,0,0.2,0.0,0,50,,0,-1,51654,21,225,,2,18,0.3,1.34,0.28,51,-2,0.8,0,187.0,0,0,0.12,1.86,1,63.7,35.2,101.2,2.29,,1,2,40,1,48889,4.5,27,2,26
596,James Trafford,45,GKP,Burnley,3,403,71,223,254,0.0,26,23,576,942,151,False,,2.5,0.00,,22.37,0,2.0,1080,,1.86,12,1.5,Trafford,189,1.9,0,0.0,115,430,,a,0,0.9,3.5,42,620,,0,0,34325,3,7,,2,30,0.4,1.0,0.0,24,0,1.0,0,0.0,0,0,0.0,0.00,1,0.1,36.3,362.2,0.00,,0,0,20,0,52199,5.1,7,0,15
600,Nathan Redmond,48,MID,Burnley,175,283,183,21,407,0.3,193,6,19,15,283,False,,4.09,0.29,,1.95,0,0.8,88,100.0,1.99,0,0.3,Redmond,586,1.0,0,0.0,377,289,100.0,a,0,0.0,0.0,0,362,2023-09-28T17:00:09.620680Z,0,0,568,173,389,,0,4,0.2,0.0,0.3,221,-2,-0.2,0,8.0,0,0,0.0,0.00,0,28.9,5.1,14.0,0.29,,0,0,183,0,4238,1.2,153,2,134
605,Luca Koleosho,50,MID,Burnley,125,211,43,52,229,0.12,99,25,171,344,191,False,,2.65,1.01,,14.46,0,1.8,782,,1.66,10,1.3,Koleosho,387,2.1,1,0.17,149,87,,a,0,0.1,0.0,0,69,,0,0,30961,77,296,,2,23,0.4,1.15,0.29,126,0,0.8,0,144.0,0,0,0.12,1.51,0,131.6,32.8,54.8,2.52,,1,0,132,0,24325,5.0,62,0,88
608,Jacob Bruun Larsen,49,MID,Burnley,127,237,90,45,306,0.06,141,16,30,38,262,False,,2.47,0.12,,4.02,0,1.0,182,,1.99,0,0.5,Bruun Larsen,595,1.5,0,0.23,272,254,,a,0,0.0,0.0,0,146,,0,0,1392,125,298,1.0,1,5,0.2,0.0,0.29,227,-1,0.0,0,78.0,0,0,0.0,0.46,0,41.7,17.0,53.6,0.58,,0,0,151,1,1898,3.3,140,1,126
622,Owen Dodgson,40,DEF,Burnley,197,676,187,0,541,0.0,194,0,0,23,466,False,Season-long loan to Barnsley,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Dodgson,553,0.0,0,0.0,536,514,0.0,u,0,0.0,0.0,0,491,2023-09-01T21:48:22.703139Z,0,0,467,197,529,,0,0,0.0,0.0,0.0,203,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,201,0,3188,0.0,195,0,163
660,Wilson Odobert,50,MID,Burnley,122,215,99,44,244,0.42,107,10,10,26,292,False,,3.94,0.74,,5.73,0,0.8,160,,3.22,2,0.3,Odobert,666,2.0,0,0.17,273,237,,a,0,0.0,0.0,0,170,,0,0,803,126,290,,1,7,0.2,1.12,0.59,270,0,-0.2,0,64.0,0,0,0.0,0.30,1,47.5,16.9,58.0,1.04,,0,0,135,1,715,2.0,130,0,140
674,Hannes Delcroix,40,DEF,Burnley,120,660,60,39,458,0.02,151,3,92,87,342,False,,4.14,0.04,,5.61,0,0.2,239,,2.11,2,-0.3,Delcroix,523,0.5,0,0.13,318,310,,a,0,0.0,0.0,0,218,,0,0,3799,116,314,,0,11,0.0,0.75,0.15,197,0,-0.8,0,42.0,0,0,0.0,0.35,1,25.2,11.1,44.4,0.39,,0,0,190,0,2255,0.8,107,0,111
675,Aaron Ramsey,50,MID,Burnley,165,207,156,30,335,0.18,157,8,144,126,371,False,,2.06,0.44,,3.36,0,0.2,218,100.0,1.39,2,-0.3,A.Ramsey,534,1.3,0,0.02,368,326,25.0,a,0,0.0,0.0,0,303,2023-11-03T12:00:10.115104Z,0,0,7671,168,371,,1,5,0.0,0.83,0.2,192,0,-0.2,0,18.0,0,0,0.0,0.05,0,19.9,5.9,22.8,0.49,,0,0,130,0,5897,1.6,169,0,179
694,Han-Noah Massengo,50,MID,Burnley,310,204,308,0,720,0.0,310,0,13,18,700,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Massengo,698,0.0,0,0.0,720,718,,a,0,0.0,0.0,0,715,,0,0,246,310,720,,0,0,0.0,0.0,0.0,288,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,127,0,219,0.0,309,0,299
706,Mike Trésor,55,MID,Burnley,174,108,153,26,311,0.08,145,9,76,76,269,False,,2.43,0.20,1.0,5.22,0,1.0,222,,2.12,2,0.5,M.Trésor,591,1.5,0,0.12,339,216,,a,0,0.0,0.0,0,297,,0,0,3595,154,388,,0,6,0.2,0.81,0.2,224,0,0.0,0,19.0,0,0,0.0,0.30,0,55.0,8.9,14.4,0.50,,0,0,67,0,2871,1.6,125,0,129
126,Moisés Caicedo Corozo,47,MID,Chelsea,84,330,148,112,270,0.05,118,18,1365,2725,213,False,,1.35,0.45,,9.84,0,1.5,802,100.0,1.1,9,1.0,Caicedo,150,1.8,0,0.02,216,121,100.0,a,0,1.4,0.0,0,290,2023-10-03T22:30:07.822883Z,0,0,90037,107,212,,1,12,0.3,1.01,0.07,47,-3,0.5,0,20.0,0,0,0.22,0.17,3,107.1,23.1,108.0,0.62,,2,0,214,0,272829,3.8,86,3,97
145,Robert Sánchez,46,GKP,Chelsea,11,341,74,224,89,0.0,9,43,7167,7615,153,False,,1.33,0.00,,15.34,0,2.0,1080,,1.28,12,1.5,Sanchez,67,3.6,0,0.0,170,432,,a,0,6.2,2.92,35,673,,0,0,676714,11,26,,2,16,0.4,1.0,0.0,12,1,1.0,0,0.0,0,0,0.25,0.00,1,0.1,29.9,298.2,0.00,,3,4,14,0,408442,9.3,8,-1,16
185,Ethan Ampadu,40,DEF,Chelsea,181,643,170,0,514,0.0,177,0,0,6,437,False,Permanent transfer to Leeds Utd,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Ampadu,686,0.0,0,0.0,510,488,0.0,u,0,0.0,0.0,0,464,2023-07-20T08:39:43.633400Z,0,0,0,181,503,,0,0,0.0,0.0,0.0,231,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,178,0,840,0.0,179,0,144
187,Kepa Arrizabalaga,50,GKP,Chelsea,85,174,81,0,713,0.0,85,0,0,144,690,False,One year loan deal to Real Madrid,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Arrizabalaga,316,0.0,0,0.0,713,709,0.0,u,0,0.2,0.0,0,706,2023-08-15T08:06:29.726491Z,0,0,1775,85,713,,0,0,0.0,0.0,0.0,50,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,5,0,83066,0.0,82,0,85
188,Pierre-Emerick Aubameyang,65,FWD,Chelsea,92,45,92,0,737,0.0,92,0,0,4,731,False,,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Aubameyang,618,0.0,0,0.0,738,738,0.0,u,0,0.0,0.0,0,738,2023-07-24T09:59:36.133419Z,0,0,0,92,738,,0,0,0.0,0.0,0.0,85,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,16,0,1924,0.0,92,0,91
189,César Azpilicueta,45,DEF,Chelsea,232,351,230,0,625,0.0,230,0,0,0,572,False,Left the club as a free agent,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Azpilicueta,733,0.0,0,0.0,619,605,0.0,u,0,0.0,0.0,0,592,2023-07-06T16:30:03.010661Z,0,0,0,232,613,,0,0,0.0,0.0,0.0,241,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,51,0,96,0.0,232,0,216
190,Abdul Rahman Baba,40,DEF,Chelsea,172,629,161,0,501,0.0,168,0,0,2,424,False,Permanent Transfer to PAOK,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Baba,723,0.0,0,0.0,497,475,0.0,u,0,0.0,0.0,0,451,2023-07-13T08:07:47.494096Z,0,0,0,172,490,,0,0,0.0,0.0,0.0,239,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,168,0,261,0.0,170,0,135
191,Benoît Badiashile,44,DEF,Chelsea,230,530,228,0,609,0.0,228,0,279,183,553,False,,0.0,0.00,,0.00,0,0.0,0,100.0,0.0,0,-0.5,B.Badiashile,526,0.0,0,0.0,603,587,100.0,a,0,0.0,0.0,0,573,2023-08-03T10:30:04.564668Z,0,0,2647,230,596,,0,0,0.0,0.0,0.0,198,-1,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,119,0,4660,0.0,230,1,213
192,Marcus Bettinelli,40,GKP,Chelsea,53,631,30,0,503,0.0,53,0,42,26,426,False,,0.0,0.00,,0.00,0,0.0,0,100.0,0.0,0,-0.5,Bettinelli,601,0.0,0,0.0,499,477,100.0,a,0,0.0,0.0,0,453,2023-08-03T10:30:04.581002Z,0,0,968,53,492,,0,0,0.0,0.0,0.0,77,0,-1.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,45,0,1638,0.0,37,0,52
193,Armando Broja,49,FWD,Chelsea,37,265,43,37,135,0.03,21,12,1316,588,264,False,,0.74,0.04,,1.09,0,1.0,121,100.0,0.81,2,0.5,Broja,334,3.0,1,0.43,334,377,75.0,a,0,0.2,0.0,0,200,2023-10-18T22:00:08.965956Z,0,0,59116,44,332,,4,1,0.2,1.49,0.46,52,-1,0.0,0,49.0,0,0,0.74,0.58,0,6.1,9.2,38.4,0.62,,1,0,57,1,49502,2.4,48,1,32
194,Trevoh Chalobah,43,DEF,Chelsea,219,582,214,0,576,0.0,217,0,7,58,509,False,Hamstring injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Chalobah,506,0.0,0,0.0,569,551,0.0,i,0,0.0,0.0,0,533,2023-08-11T16:00:07.662192Z,0,0,699,218,563,,0,0,0.0,0.0,0.0,193,-2,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,141,0,16388,0.0,218,2,194
195,Ben Chilwell,54,DEF,Chelsea,114,118,16,66,190,0.34,64,15,138,11374,716,False,Hamstring injury - Unknown return date,1.35,1.27,1.0,4.08,0,0.0,334,0.0,1.1,4,0.0,Chilwell,73,2.5,1,0.23,184,85,0.0,i,0,5.5,0.0,0,130,2023-09-28T03:30:08.842279Z,0,0,2118850,53,293,3.0,0,5,0.0,1.08,0.57,27,-1,0.0,0,88.0,0,0,0.27,0.85,3,136.4,28.1,57.0,2.12,,1,2,8,0,3094274,2.8,19,1,235
196,Carney Chukwuemeka,43,MID,Chelsea,147,601,120,23,131,0.14,56,6,2212,5504,518,False,Knee injury - Unknown return date,1.44,0.19,,1.96,0,0.0,125,0.0,1.41,2,0.0,Chukwuemeka,147,3.0,0,0.06,326,313,0.0,i,0,1.5,0.0,0,227,2023-10-18T22:00:09.030876Z,0,0,223420,146,336,,0,2,0.0,1.44,0.2,45,-2,0.0,0,39.0,0,0,0.0,0.08,2,25.1,9.9,34.8,0.27,,0,0,320,1,351813,1.4,161,2,187
197,Levi Colwill,46,DEF,Chelsea,40,348,13,198,114,0.03,37,35,2913,21519,316,False,Shoulder injury - 75% chance of playing,1.16,0.33,,11.56,0,0.5,934,75.0,1.11,11,0.0,Colwill,82,3.2,1,0.08,127,184,,d,0,4.9,0.0,0,115,2023-11-13T01:00:09.220779Z,1,0,656981,34,118,,0,12,0.1,1.06,0.11,31,1,-0.5,0,101.0,0,0,0.29,0.84,1,66.5,34.9,182.0,1.17,,3,3,49,0,474264,7.6,49,-1,106
198,Marc Cucurella Saseta,48,DEF,Chelsea,94,294,44,77,332,0.04,112,8,2570,1488,324,False,,1.48,0.20,,7.11,0,0.5,485,100.0,1.32,5,0.0,Cucurella,221,1.3,0,0.15,231,193,100.0,a,0,0.6,0.0,0,195,2023-09-17T20:30:06.589342Z,0,0,46133,71,231,,-1,8,0.1,0.93,0.19,84,-2,-0.5,0,51.0,0,0,0.19,0.83,4,62.8,21.3,99.0,1.03,,1,0,34,0,58028,1.7,52,2,108
199,Enzo Fernández,48,MID,Chelsea,57,306,45,118,227,0.16,97,23,2446,5350,155,False,,1.2,1.55,4.0,11.53,0,2.0,897,100.0,1.16,11,1.5,Enzo,113,2.1,1,0.22,55,26,100.0,a,0,2.6,0.0,0,74,2023-10-28T18:00:08.281338Z,0,0,258869,38,145,1.0,2,12,0.4,1.1,0.38,33,-2,1.0,1,139.0,0,0,0.4,2.20,3,261.2,55.0,151.4,3.75,4.0,4,0,201,0,428923,4.8,20,2,69
200,David Datro Fofana,50,FWD,Chelsea,86,213,86,0,722,0.0,87,0,0,2,703,False,Joined Union Berlin on a season-long loan - Expected back 01 Jul,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,D.D.Fofana,718,0.0,0,0.0,722,720,0.0,u,0,0.0,0.0,0,717,2023-07-11T09:30:03.546600Z,0,0,0,86,722,,0,0,0.0,0.0,0.0,95,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,47,0,358,0.0,87,0,85
201,Wesley Fofana,44,DEF,Chelsea,231,543,229,0,617,0.0,229,0,21,32,561,False,Knee injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,W.Fofana,578,0.0,0,0.0,611,595,0.0,i,0,0.0,0.0,0,581,2023-07-18T23:30:03.865981Z,0,0,612,231,604,,0,0,0.0,0.0,0.0,206,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,123,0,2978,0.0,231,1,214
202,Conor Gallagher,54,MID,Chelsea,18,124,65,225,81,0.11,40,45,7015,851,16,False,,1.3,1.26,1.0,14.35,0,6.0,1035,,1.25,12,5.5,Gallagher,235,3.8,5,0.07,36,21,,a,0,0.5,0.0,0,105,,0,0,50193,25,51,,10,15,1.1,1.04,0.18,75,-1,5.0,0,117.0,0,0,0.26,0.79,1,287.0,65.3,248.4,2.05,,3,4,79,0,54289,8.3,16,1,10
203,Malo Gusto,42,DEF,Chelsea,93,609,74,120,165,0.07,53,24,4820,19260,298,False,Knee injury - 75% chance of playing,1.17,0.41,,7.01,0,0.5,538,75.0,1.17,6,0.0,Gusto,61,2.7,2,0.07,240,171,100.0,d,0,6.8,0.0,0,248,2023-11-14T11:30:09.319567Z,1,0,1742834,75,230,,1,7,0.1,1.0,0.14,19,2,-0.5,0,32.0,1,0,0.33,0.41,1,72.5,20.4,99.4,0.82,,2,2,159,0,1253786,5.7,44,-2,95
206,Reece James,53,DEF,Chelsea,103,143,47,71,247,0.3,80,10,40455,2933,166,False,,2.59,0.80,,6.26,0,2.0,243,100.0,2.32,3,1.5,James,88,2.0,1,0.09,217,128,100.0,a,0,4.2,0.0,0,199,2023-10-20T15:30:08.557342Z,0,0,327798,64,258,2.0,4,7,0.4,1.11,0.39,35,-2,1.0,0,50.0,0,0,0.0,0.23,0,100.7,22.9,78.0,1.03,,0,0,12,0,1440646,1.9,25,2,50
207,Romelu Lukaku Bolingoli,68,FWD,Chelsea,93,35,93,0,738,0.0,93,0,0,150,733,False,Season-long loan to Roma,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Lukaku,282,0.0,0,0.0,739,739,0.0,u,0,0.3,0.0,0,739,2023-09-01T07:24:35.377267Z,0,0,9006,93,739,,0,0,0.0,0.0,0.0,44,-2,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,14,0,60556,0.0,93,2,92
208,Noni Madueke,53,MID,Chelsea,186,144,118,20,353,0.18,167,6,145,236,293,False,,2.33,0.23,,1.91,0,0.8,116,100.0,1.48,1,0.3,Madueke,450,1.2,0,0.15,341,270,100.0,a,0,0.1,0.0,0,225,2023-09-17T20:30:06.633877Z,0,0,6683,156,411,,0,3,0.2,0.78,0.33,148,-2,-0.2,0,40.0,0,0,0.0,0.19,0,36.9,8.6,9.2,0.42,,0,0,92,0,12068,1.1,146,2,141
